organismo,nombre,cargo,grado,estamento,sueldo_bruto,fuente,archivo_origen,fecha_procesamiento
Ministerio de Transportes,Miguel Hernández,Asistente,19,Administrativo,905179,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Bienes Nacionales,Juan Torres,Secretario,19,Administrativo,1101539,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Elena Ramírez,Asistente,19,Administrativo,908423,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Luis Sánchez,Secretario,20,Administrativo,630810,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Ana Rodríguez,Asistente,20,Administrativo,702828,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Ana Torres,Administrativo,20,Administrativo,763248,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Juan González,Administrativo,20,Administrativo,947744,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Pedro González,Secretario,20,Administrativo,650286,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Elena Pérez,Administrativo,20,Administrativo,876593,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Elena Ramírez,Asistente,20,Administrativo,549728,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carlos Torres,Auxiliar,20,Administrativo,678381,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Ana Sánchez,Secretario,20,Administrativo,671340,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Carlos Ramírez,Secretario,20,Administrativo,812959,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Elena Sánchez,Administrativo,20,Administrativo,909641,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Pedro González,Administrativo,20,Administrativo,824355,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Luis Hernández,Administrativo,20,Administrativo,695130,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Miguel Pérez,Secretario,20,Administrativo,626258,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Carlos Rodríguez,Asistente,21,Administrativo,821841,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Carlos Martínez,Auxiliar,21,Administrativo,803624,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Juan Martínez,Administrativo,21,Administrativo,662528,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Bienes Nacionales,Carlos Ramírez,Auxiliar,21,Administrativo,518941,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Juan González,Secretario,21,Administrativo,746546,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Elena González,Administrativo,21,Administrativo,555112,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Miguel Hernández,Asistente,21,Administrativo,562769,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Pedro Rodríguez,Administrativo,21,Administrativo,561910,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,María González,Asistente,21,Administrativo,500000,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Ana Pérez,Auxiliar,21,Administrativo,606144,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Isabel García,Asistente,21,Administrativo,646984,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Miguel Ramírez,Auxiliar,21,Administrativo,549218,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Elena Torres,Auxiliar,21,Administrativo,622650,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Juan López,Secretario,21,Administrativo,719028,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Miguel Sánchez,Secretario,22,Administrativo,500000,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Miguel Torres,Administrativo,22,Administrativo,701450,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Juan García,Secretario,22,Administrativo,646300,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Miguel Sánchez,Auxiliar,22,Administrativo,651474,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,María Pérez,Auxiliar,22,Administrativo,501750,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Pedro Martínez,Auxiliar,22,Administrativo,500000,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Miguel López,Auxiliar,22,Administrativo,505840,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Elena Ramírez,Auxiliar,22,Administrativo,500000,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Ana Martínez,Secretario,22,Administrativo,644437,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Ana Torres,Administrativo,22,Administrativo,631244,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Isabel López,Auxiliar,22,Administrativo,658209,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Miguel González,Administrativo,22,Administrativo,721368,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Ana López,Asistente,22,Administrativo,697638,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Isabel Sánchez,Funcionario,19,Auxiliar,817660,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Juan López,Funcionario,19,Auxiliar,856949,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Carmen Pérez,Funcionario,19,Auxiliar,788425,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Miguel Rodríguez,Funcionario,19,Auxiliar,1106258,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Juan Martínez,Funcionario,19,Auxiliar,1042624,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Carlos Torres,Funcionario,19,Auxiliar,1132182,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,María Sánchez,Funcionario,20,Auxiliar,727412,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,María Torres,Funcionario,20,Auxiliar,877146,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Luis Pérez,Funcionario,20,Auxiliar,981921,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Luis Martínez,Funcionario,20,Auxiliar,852377,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Carmen Martínez,Funcionario,20,Auxiliar,743169,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Luis García,Funcionario,20,Auxiliar,798880,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Luis García,Funcionario,20,Auxiliar,726461,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Pedro Ramírez,Funcionario,20,Auxiliar,916370,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Pedro Ramírez,Funcionario,20,Auxiliar,688277,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,María López,Funcionario,20,Auxiliar,702344,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Carlos García,Funcionario,20,Auxiliar,788806,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Pedro López,Funcionario,20,Auxiliar,664515,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Elena Rodríguez,Funcionario,21,Auxiliar,528552,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Elena Ramírez,Funcionario,21,Auxiliar,616613,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Miguel Hernández,Funcionario,21,Auxiliar,778930,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Isabel Martínez,Funcionario,21,Auxiliar,748435,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Elena Pérez,Funcionario,21,Auxiliar,598667,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Luis Torres,Funcionario,21,Auxiliar,735646,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,María Ramírez,Funcionario,21,Auxiliar,706257,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Ana Torres,Funcionario,21,Auxiliar,637722,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Juan Torres,Funcionario,21,Auxiliar,794704,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Isabel Ramírez,Funcionario,21,Auxiliar,591145,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,María Torres,Funcionario,21,Auxiliar,559560,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Carlos Martínez,Funcionario,21,Auxiliar,737063,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Miguel Ramírez,Funcionario,21,Auxiliar,617343,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Carlos Hernández,Funcionario,21,Auxiliar,712978,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
